bcsstk.mtx,CSR,32,0.000013661,0.000000000,21.8264,151.9483,1.902805e-05
bcsstk.mtx,CSR,64,0.000014722,0.000000000,20.2546,141.0059,1.902957e-05
bcsstk.mtx,CSR,128,0.000024164,0.000000000,12.3396,85.9043,1.902957e-05
bcsstk.mtx,CSR,256,0.000047083,0.000000000,6.3331,44.0889,1.902957e-05
bcsstk.mtx,ELL,32,0.000012996,0.000000000,22.9437,159.7266,1.902805e-05
bcsstk.mtx,ELL,64,0.000014508,0.000000000,20.5530,143.0835,1.902957e-05
bcsstk.mtx,ELL,128,0.000024133,0.000000000,12.3555,86.0148,1.902957e-05
bcsstk.mtx,ELL,256,0.000046787,0.000000000,6.3732,44.3681,1.902957e-05
bcsstk.mtx,SELL-C-Sigma,32,0.000011334,0.000000000,26.3090,183.1548,1.209781e-05
bcsstk.mtx,CSR5,32,0.000006144,0.000000000,48.5319,337.8633,1.695841e-06
